1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
0.9876142,0.9972936,0.9958842,0.997512,0.9977347,0.9984035,0.995986,0.9909958
0.9708934,0.9936399,0.9903278,0.9941533,0.9946765,0.9962482,0.9905673,0.9788401
0.9483203,0.9887074,0.9828268,0.9896191,0.9905481,0.9933387,0.9832519,0.9624298
0.9178467,0.9820486,0.9727004,0.9834979,0.9849747,0.9894108,0.973376,0.940276
0.8767073,0.9730592,0.9590297,0.9752343,0.9774506,0.9841082,0.9600437,0.9103683
0.821169,0.9609234,0.9405742,0.9640783,0.9672931,0.9769496,0.942045,0.8699929
0.8406295,0.9445402,0.9156594,0.9490178,0.9535805,0.9672855,0.9177468,0.8154861
0.8282437,0.9224229,0.8820243,0.9286862,0.9350685,0.9542391,0.8849443,0.741902
0.8115229,0.8925644,0.8366171,0.9012384,0.9100773,0.9366264,0.8406608,0.6425634
0.7889498,0.8522555,0.7753172,0.864184,0.8763391,0.9128491,0.7808781,0.5084563
0.7584762,0.7978386,0.6925625,0.8141605,0.8307926,0.8807499,0.7001716,0.3274117
0.7173368,0.7243756,0.5808435,0.7466288,0.7693048,0.8374159,0.5912177,0.08300153
0.6617985,0.6252007,0.4300229,0.655461,0.6862962,0.778915,1,1
0.5868219,0.4913145,0.4575843,0.5323844,0.5742347,0.6999389,1,1
0.5965675,0.3105681,0.4575843,0.366231,0.4229515,0.5933211,1,1
0.5841817,0.4373425,0.4534685,0.1419239,0.2187193,0.449387,0.9982327,0.9976966
0.5674609,0.4346361,0.4479121,0.1742579,-0.05699413,0.2550761,0.9958469,0.9945872
0.5448878,0.4309824,0.4404111,0.2256823,0.1121248,-0.007243784,0.992626,0.9903894
0.5144141,0.4260499,0.4302847,0.2231944,0.1249586,0.03654815,0.9882779,0.9847224
0.4732746,0.4934746,0.416614,0.2198357,0.1282075,0.03495169,0.982408,0.9770721
0.5085841,0.4934746,0.4285644,0.2153015,0.1282075,0.03279647,0.9744836,0.9667441
1,1,0.7847947,0.2091803,0.2569936,0.04779286,0.9637856,0.9528013
1,0.9982361,0.780679,0.282537,0.2547283,0.04619641,0.9493434,0.9339786
0.9981199,0.9958548,0.7865313,0.3317154,0.2516702,0.05036248,0.9298465,0.9085678
0.9955817,0.9926401,0.7824155,0.3292275,0.2475418,0.04876602,0.9035254,0.8742634
0.9921553,0.9883003,0.7768592,0.3258688,0.2419685,0.04661081,0.8679922,0.8279523
0.9875296,0.9824416,0.7693581,0.3213346,0.2344444,0.04370126,0.8200222,0.7654324
0.9812849,0.9745324,0.7592317,0.3152134,0.2242869,0.03977338,0.7552627,0.6810305
0.9728546,0.9638548,0.8238323,0.677582,1,1,0.6678374,0.5670879
0.9614736,0.9494402,0.8197165,0.6750941,0.9985939,0.9984232,0.5498132,0.4132654
0.9461094,0.9299806,0.8141601,0.6717353,0.9966956,0.9962946,0.3904806,0.2056051
0.9253677,0.9037098,0.8066591,0.6672012,0.994133,0.993421,0.1753816,-0.0747364
0.8973663,0.8682445,0.7965326,0.6610799,0.9906734,0.9895416,-0.115002,0.01080522
0.8595645,0.8203662,0.7828619,0.6528163,0.9860031,0.9843045,0.08162117,0.01218413
0.808532,0.7557305,0.7644066,0.6416603,0.9796981,0.9772344,0.08162117,0.01218413
0.7396381,0.6684723,0.7394917,0.6265998,0.9711864,0.9676898,0.07985392,0.009880847
0.6466314,0.5506738,0.7058567,0.6062682,0.9596956,0.9548045,0.07746813,0.006771418
0.5210723,0.3916457,0.6604494,0.5788205,0.944183,0.9374095,0.07424732,0.009263696
0.3515676,0.1769579,0.5991496,0.541766,0.923241,0.913926,0.06989922,0.01071559
0.1227363,-0.1128706,0.5163949,0.4917425,0.8949692,0.8822234,0.06402929,0.01071559
-0.1861861,0.1644356,0.4046759,0.4242108,0.8568024,0.8394248,0.0656864,0.008412314
0.03957798,0.7047673,0.7183961,0.4559347,0.8052771,0.7816468,0.1745158,0.08549745
0.03957798,0.7047673,0.7183961,0.4559347,0.7357181,0.7036466,0.1745158,0.08549745
0.1813896,0.8702296,0.7142803,0.4534468,0.6418133,0.5983462,0.749203,0.7681034
0.9229027,0.8684657,0.708724,0.4500881,0.5150418,0.4561906,0.7474357,0.7658002
0.9210226,0.8660844,0.7592174,0.4455539,0.3439004,0.2642806,0.74505,0.7626907
0.9184844,0.8628697,0.7551017,0.4394327,0.1128595,0.005202116,0.7418291,0.758493
0.915058,0.8585299,0.7495453,0.431169,0.1738245,0.06605864,0.737481,0.752826
0.9104323,0.8526712,0.7420443,0.4200131,0.1793558,0.07468467,0.731611,0.7451757
0.9041876,0.844762,0.7319179,0.4049526,1,0.4424421,0.7236866,0.7348477
0.8957573,0.8340845,0.7182472,0.384621,0.9991743,0.4408654,0.7129887,0.7209049
0.8843763,0.8196698,0.6997917,0.3571732,0.9980596,0.4387368,0.6985465,0.7020822
0.8690121,0.8002101,0.6748769,0.3201188,0.9965548,0.4358632,0.6790494,0.6766714
0.8482704,0.7739394,0.6412418,0.2700953,0.9945233,0.4319839,0.6527284,0.6423669
0.820269,0.7384741,0.5958346,0.2025636,0.9917807,0.4267468,0.6171951,0.5960559
0.7824672,0.6905957,0.5345348,0.1113957,0.9880782,0.4196766,0.5692251,0.533536
0.7314347,0.6259601,0.45178,0.2041717,0.9830799,0.410132,0.5044657,0.4491341
0.6625408,0.5387019,0.3400611,0.2676643,0.9763322,0.3972467,0.4170404,0.3351915
0.5695341,0.4209034,0.1892405,0.2676643,0.9672229,0.3798516,0.2990163,0.181369
